MatchID,StadiumID,Stadium,HomeTeam,RNScore,Overs,Wickets,Output
1304048,58317,165,0,47,6.1,3,98
1304048,58317,165,0,51,6.2,3,98
1304048,58317,165,0,55,6.3,3,98
1304048,58317,165,0,57,6.4,3,98
1304048,58317,165,0,58,6.5,3,98
1304048,58317,165,0,58,7,3,98
1304048,58317,165,0,58,7.1,3,98
1304048,58317,165,0,59,7.2,3,98
1304048,58317,165,0,59,7.3,3,98
1304048,58317,165,0,59,7.4,3,98
1304048,58317,165,0,60,7.5,3,98
1304048,58317,165,0,62,8,3,98
1304048,58317,165,0,62,8.1,3,98
1304048,58317,165,0,63,8.2,3,98
1304048,58317,165,0,63,8.3,3,98
1304048,58317,165,0,64,8.4,3,98
1304048,58317,165,0,65,8.5,3,98
1304048,58317,165,0,66,8.5,3,98
1304048,58317,165,0,70,9,3,98
1304048,58317,165,0,71,9.1,3,98
1304048,58317,165,0,72,9.1,3,98
1304048,58317,165,0,72,9.2,4,98
1304048,58317,165,0,72,9.3,4,98
1304048,58317,165,0,72,9.4,5,98
1304048,58317,165,0,73,9.5,5,98
1304048,58317,165,0,77,10,5,98
1304048,58317,165,0,81,10.1,5,98
1304048,58317,165,0,81,10.2,5,98
1304048,58317,165,0,85,10.3,5,98
1304048,58317,165,0,86,10.4,5,98
1304048,58317,165,0,87,10.5,5,98
1304048,58317,165,0,91,11,5,98
1304048,58317,165,0,92,11.1,5,98
1304048,58317,165,0,93,11.2,5,98
1304048,58317,165,0,93,11.3,5,98
1304048,58317,165,0,93,11.4,5,98
1304048,58317,165,0,93,11.5,5,98
1304048,58317,165,0,94,12,5,98
1304048,58317,165,0,95,12.1,5,98
1304048,58317,165,0,96,12.2,5,98
1304048,58317,165,0,96,12.3,5,98
1304048,58317,165,0,97,12.4,5,98
1304048,58317,165,0,99,12.5,5,98
1304048,58317,165,0,103,13,5,98
1304048,58317,165,0,104,13.1,5,98
1304048,58317,165,0,104,13.2,6,98
1304048,58317,165,0,104,13.3,6,98
1304048,58317,165,0,105,13.4,6,98
1304048,58317,165,0,107,13.5,6,98
1304048,58317,165,0,113,14,6,98
1304048,58317,165,0,115,14.1,6,98
1304048,58317,165,0,115,14.2,6,98
1304048,58317,165,0,116,14.3,6,98
1304048,58317,165,0,117,14.4,6,98
1304048,58317,165,0,118,14.5,6,98
1304048,58317,165,0,122,15,6,98
1304048,58317,165,0,128,15.1,6,98
1304048,58317,165,0,129,15.2,6,98
1304048,58317,165,0,133,15.3,6,98
1304048,58317,165,0,134,15.4,6,98
1304048,58317,165,0,136,15.5,6,98
1304048,58317,165,0,137,16,6,98
1304048,58317,165,0,138,16.1,6,98
1304048,58317,165,0,138,16.2,6,98
1304048,58317,165,0,139,16.3,6,98
1304048,58317,165,0,140,16.3,6,98
1304048,58317,165,0,144,16.4,6,98
1304048,58317,165,0,145,16.5,6,98
1304048,58317,165,0,149,17,6,98
1304048,58317,165,0,150,17,6,98
1304048,58317,165,0,156,17.1,6,98
1304048,58317,165,0,157,17.2,6,98
1304048,58317,165,0,163,17.3,6,98
1304048,58317,165,0,167,17.4,6,98
1304048,58317,165,0,168,17.5,6,98
1304048,58317,165,0,174,18,6,98
1304048,58317,165,0,175,18.1,6,98
1304048,58317,165,0,179,18.2,6,98
1304049,343050,160,0,0,0.1,0,103
1304049,343050,160,0,0,0.2,0,103
1304049,343050,160,0,0,0.3,0,103
1304049,343050,160,0,0,0.4,0,103
1304049,343050,160,0,1,0.5,0,103
1304049,343050,160,0,1,1,0,103
1304049,343050,160,0,1,1.1,0,103
1304049,343050,160,0,6,1.1,0,103
1304049,343050,160,0,10,1.2,0,103
1304049,343050,160,0,10,1.3,0,103
1304049,343050,160,0,10,1.4,0,103
1304049,343050,160,0,11,1.5,0,103
1304049,343050,160,0,11,2,0,103
1304049,343050,160,0,12,2,0,103
1304049,343050,160,0,12,2.1,0,103
1304049,343050,160,0,16,2.2,0,103
1304049,343050,160,0,17,2.3,0,103
1304049,343050,160,0,23,2.4,0,103
1304049,343050,160,0,23,2.5,0,103
1304049,343050,160,0,23,3,0,103
1304049,343050,160,0,24,3.1,0,103
1304049,343050,160,0,24,3.2,0,103
1304049,343050,160,0,25,3.3,0,103
1304049,343050,160,0,25,3.4,0,103
1304049,343050,160,0,25,3.5,0,103
1304049,343050,160,0,25,4,0,103
1304049,343050,160,0,26,4.1,0,103
1304049,343050,160,0,28,4.2,0,103
1304049,343050,160,0,29,4.2,0,103
1304049,343050,160,0,30,4.3,0,103
1304049,343050,160,0,30,4.4,0,103
1304049,343050,160,0,30,4.5,0,103
1304049,343050,160,0,31,5,0,103
1304049,343050,160,0,31,5.1,0,103
1304049,343050,160,0,31,5.2,0,103
1304049,343050,160,0,31,5.3,0,103
1304049,343050,160,0,33,5.4,0,103
1304049,343050,160,0,37,5.5,0,103
1304049,343050,160,0,41,6,0,103
1304049,343050,160,0,41,6.1,0,103
1304049,343050,160,0,43,6.2,0,103
1304049,343050,160,0,44,6.3,0,103
1304049,343050,160,0,46,6.4,0,103
1304049,343050,160,0,50,6.5,0,103
1304049,343050,160,0,50,7,1,103
1304049,343050,160,0,51,7.1,1,103
1304049,343050,160,0,52,7.2,1,103
1304049,343050,160,0,53,7.3,1,103
1304049,343050,160,0,53,7.4,1,103
1304049,343050,160,0,54,7.5,1,103
1304049,343050,160,0,54,8,1,103
1304049,343050,160,0,55,8.1,1,103
1304049,343050,160,0,57,8.2,1,103
1304049,343050,160,0,57,8.3,1,103
1304049,343050,160,0,57,8.4,1,103
1304049,343050,160,0,57,8.5,1,103
1304049,343050,160,0,57,9,1,103
1304049,343050,160,0,59,9.1,1,103
1304049,343050,160,0,61,9.2,1,103
1304049,343050,160,0,61,9.3,1,103
1304049,343050,160,0,67,9.4,1,103
1304049,343050,160,0,68,9.5,1,103
1304049,343050,160,0,68,10,1,103
1304049,343050,160,0,70,10,1,103
1304049,343050,160,0,71,10.1,1,103
1304049,343050,160,0,72,10.2,1,103
1304049,343050,160,0,74,10.3,1,103
1304049,343050,160,0,75,10.4,1,103
1304049,343050,160,0,76,10.5,1,103
1304049,343050,160,0,78,11,1,103
1304049,343050,160,0,78,11.1,1,103
1304049,343050,160,0,79,11.2,1,103
1304049,343050,160,0,81,11.3,1,103
1304049,343050,160,0,83,11.4,1,103
1304049,343050,160,0,89,11.5,1,103
1304049,343050,160,0,90,11.5,1,103
1304049,343050,160,0,92,12,1,103
1304049,343050,160,0,96,12.1,1,103
1304049,343050,160,0,97,12.2,1,103
